Artist	Image	English Caption	Korean Caption
Albrecht Dürer	Albrecht_Dürer_225.jpg	a graphite sketch of a woman in a dress walking	걸어가는 드레스를 입은 여성의 그래픽 스케치
Albrecht Dürer	Albrecht_Dürer_226.jpg	a drawing of a man holding a sword	검을 든 남자의 그림
Albrecht Dürer	Albrecht_Dürer_227.jpg	a drawing of a group of women with children	아이를 둔 여성 무리의 그림
Albrecht Dürer	Albrecht_Dürer_228.jpg	a drawing of a group of people standing around a table	테이블 주위에 서 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_229.jpg	a drawing of a group of people in a train	기차에 타고 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_230.jpg	a sketch of people standing around a man holding a book	책을 가지고 있는 남자 주위에 서 있는 사람들의 스케치
Albrecht Dürer	Albrecht_Dürer_231.jpg	a pencil drawing of a bird with a long beak	긴 눈썹을 가진 새의 연필 그림
Albrecht Dürer	Albrecht_Dürer_232.jpg	a portrait of a man wearing a hat	모자를 쓴 남자의 초상화
Albrecht Dürer	Albrecht_Dürer_233.jpg	a drawing of a group of people with weapons	무기를 가진 사람들을 그린 그림
Albrecht Dürer	Albrecht_Dürer_234.jpg	a drawing of a man holding a sword	검을 든 남자의 그림
Albrecht Dürer	Albrecht_Dürer_235.jpg	a drawing of a woman with a cat and a bird	고양이와 새가 있는 여성의 그림
Albrecht Dürer	Albrecht_Dürer_236.jpg	a drawing of a woman holding a child	아이를 안고 있는 여자의 그림
Albrecht Dürer	Albrecht_Dürer_237.jpg	a portrait of a woman wearing a veil	베일을 쓴 여자의 초상화
Albrecht Dürer	Albrecht_Dürer_238.jpg	a drawing of a crowd of people	많은 사람들이 그린 그림
Albrecht Dürer	Albrecht_Dürer_239.jpg	a drawing of a woman standing with her hand on her abdomen	복부에 손을 얹고 서 있는 여성의 그림
Albrecht Dürer	Albrecht_Dürer_240.jpg	a drawing of a woman in a dress	드레스를 입은 여성의 그림
Albrecht Dürer	Albrecht_Dürer_241.jpg	a drawing of a group of people in a room	방에 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_242.jpg	a drawing of a landscape with figures in the sky	하늘에 수치가 있는 풍경을 그린 그림
Albrecht Dürer	Albrecht_Dürer_243.jpg	a portrait of a man with a beard	수염이 있는 남자의 초상화
Albrecht Dürer	Albrecht_Dürer_244.jpg	a portrait of a woman s head by painting artist	화가에 의해 머리를 숙인 여성의 초상화
Albrecht Dürer	Albrecht_Dürer_245.jpg	a drawing of two horses crossing a river	강을 건너는 두 마리의 그림
Albrecht Dürer	Albrecht_Dürer_246.jpg	a drawing of a group of people sitting under a tree	나무 밑에 앉아 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_247.jpg	a black and white drawing of a woman and two angels	여자와 천사 두 명의 흑백 그림
Albrecht Dürer	Albrecht_Dürer_248.jpg	a sketch of a landscape with a group of people in a field	들판에 사람들이 모여 있는 풍경의 초상화
Albrecht Dürer	Albrecht_Dürer_249.jpg	a drawing of a woman and a man reading to a child	여자와 남자가 아이에게 읽는 그림
Albrecht Dürer	Albrecht_Dürer_250.jpg	a sketch of a woman with her hand to her mouth	손을 입에 대고 있는 여자의 스케치
Albrecht Dürer	Albrecht_Dürer_251.jpg	a black and white drawing of a painting of people in a cemetery	묘지에 있는 사람들의 그림을 그리는 흑백 그림
Albrecht Dürer	Albrecht_Dürer_252.jpg	a portrait of a woman s face	여자의 얼굴 초상화
Albrecht Dürer	Albrecht_Dürer_253.jpg	a drawing of a group of people in a room	방에 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_254.jpg	a sketch of a cliff with a river in front of it	바로 앞에 강이 있는 절벽의 스케치
Albrecht Dürer	Albrecht_Dürer_255.jpg	a drawing of a baby with its eyes open and its head tilted up	눈을 뜨고 고개를 갸웃하는 아기의 그림
Albrecht Dürer	Albrecht_Dürer_256.jpg	a drawing of a pair of feet with hands	손으로 발 한 쌍의 그림
Albrecht Dürer	Albrecht_Dürer_257.jpg	a group of drawings of people and animals	사람과 동물을 그린 그룹
Albrecht Dürer	Albrecht_Dürer_258.jpg	a drawing of a woman with her eyes closed	눈을 감은 여자의 그림
Albrecht Dürer	Albrecht_Dürer_259.jpg	a drawing of a man holding an umbrella and looking into a mirror	우산을 들고 거울을 바라보는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_260.jpg	a drawing of a man looking at his hand	그의 손을 바라보는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_261.jpg	an image of a drawing of two women and a child	두 여자와 아이를 그린 이미지
Albrecht Dürer	Albrecht_Dürer_262.jpg	a drawing of a group of people standing around a lamp	램프 주위에 서 있는 사람들 무리의 그림
Albrecht Dürer	Albrecht_Dürer_263.jpg	a painting of a group of people standing around a pillar	기둥 주위에 서 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_264.jpg	a drawing of a man wearing a hat and a coat	모자와 코트를 입은 남자의 그림
Albrecht Dürer	Albrecht_Dürer_265.jpg	a drawing of a man with a shield	방패를 가진 남자의 그림
Albrecht Dürer	Albrecht_Dürer_266.jpg	a drawing of an angel holding a sword and a flag	검과 깃발을 들고 있는 천사의 그림
Albrecht Dürer	Albrecht_Dürer_267.jpg	a portrait of a woman with her head turned to the side	머리를 가진 여자의 초상화
Albrecht Dürer	Albrecht_Dürer_268.jpg	a drawing of an old woman wearing a veil	베일을 쓰고 있는 노인의 그림
Albrecht Dürer	Albrecht_Dürer_269.jpg	a portrait of a woman with a head scarf	머리 스카프를 쓴 여자의 초상화
Albrecht Dürer	Albrecht_Dürer_270.jpg	a drawing of a tiger with its long tusks	긴 호랑이 그림 그리기
Albrecht Dürer	Albrecht_Dürer_271.jpg	a drawing of an arm and a hand with an arm on the floor	팔과 팔이 바닥에 있는 그림
Albrecht Dürer	Albrecht_Dürer_272.jpg	a drawing of a man standing in a shower	샤워를 하고 서 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_273.jpg	an image of an old man wearing a hat	모자를 쓴 노인의 이미지
Albrecht Dürer	Albrecht_Dürer_274.jpg	a drawing of a woman leaning against a pillar	기둥에 기대어 있는 여자의 그림
Albrecht Dürer	Albrecht_Dürer_275.jpg	a drawing of a child with curly hair	머리카락이 곱슬곱슬한 아이의 그림
Albrecht Dürer	Albrecht_Dürer_276.jpg	a drawing of a woman wearing a hat	모자를 쓴 여자의 그림
Albrecht Dürer	Albrecht_Dürer_277.jpg	a sketch of a woman and a drawing of a shell	여자의 스케치와 껍질 그림
Albrecht Dürer	Albrecht_Dürer_278.jpg	a drawing of a woman wearing a hat	모자를 쓴 여자의 그림
Albrecht Dürer	Albrecht_Dürer_279.jpg	a drawing of a man holding a sword and a sun	검과 태양을 품고 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_280.jpg	a drawing of a man on the back of two horses	두 마리의 뒤에 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_281.jpg	a portrait of a woman wearing a shawl	카펫을 입은 여자의 초상화
Albrecht Dürer	Albrecht_Dürer_282.jpg	a drawing of a group of people standing around a man laying on the ground	그라운드에 누워 있는 남자를 둘러싸고 서 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_283.jpg	a drawing of a woman with her eyes closed	눈을 감은 여자의 그림
Albrecht Dürer	Albrecht_Dürer_284.jpg	a portrait of a woman with long hair	긴 머리를 가진 여성의 초상화
Albrecht Dürer	Albrecht_Dürer_285.jpg	a black and white drawing of a crowd	군중의 흑백 그림
Albrecht Dürer	Albrecht_Dürer_286.jpg	a sketch of a woman in a dress and a drawing of a woman with a	드레스를 입은 여성의 스케치와 여성의 그림
Albrecht Dürer	Albrecht_Dürer_287.jpg	a drawing of a man and a woman sitting in a river	강에 앉아 있는 남자와 여자의 그림
Albrecht Dürer	Albrecht_Dürer_288.jpg	an image of a drawing of a woman and a child	여자와 아이를 그리는 이미지
Albrecht Dürer	Albrecht_Dürer_289.jpg	an engraved image of a woman holding a child	아이를 안고 있는 여성의 새겨진 이미지
Albrecht Dürer	Albrecht_Dürer_290.jpg	a drawing of a woman holding a child and a woman with a child	아이를 안고 있는 여성과 아이를 둔 여성의 그림
Albrecht Dürer	Albrecht_Dürer_291.jpg	a drawing of a rhinoceros with an advertisement for rhinoceros	코뿔소에 대한 광고가 있는 코뿔소 그림
Albrecht Dürer	Albrecht_Dürer_292.jpg	two sketches of a woman with a veil	베일을 한 여자의 두 그림
Albrecht Dürer	Albrecht_Dürer_293.jpg	a drawing of a woman holding a baby	아기를 안고 있는 여자의 그림
Albrecht Dürer	Albrecht_Dürer_294.jpg	a drawing of a man with a hat and a man with a beard	모자를 쓴 남자와 수염이 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_295.jpg	a portrait of a man in a dress	드레스를 입은 남자의 초상화
Albrecht Dürer	Albrecht_Dürer_296.jpg	a sketch of a hand with three different hands drawn on it	세 손이 다른 손으로 그린 한 손의 스케치
Albrecht Dürer	Albrecht_Dürer_297.jpg	a drawing of a man standing next to animals	동물 옆에 서 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_298.jpg	a sketch of a city street with buildings and a cathedral	건물과 성당이 있는 도시 거리의 스케치
Albrecht Dürer	Albrecht_Dürer_299.jpg	a drawing of people working in a kitchen	주방에서 일하는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_300.jpg	a portrait of a woman wearing a dress and a hairstyle	드레스와 헤어스타일을 입은 여성의 초상화
Albrecht Dürer	Albrecht_Dürer_301.jpg	a sketch of the inside of a drawing	그림 속의 스케치
Albrecht Dürer	Albrecht_Dürer_302.jpg	a drawing of a man and a woman in a room	방에 있는 남자와 여자의 그림
Albrecht Dürer	Albrecht_Dürer_303.jpg	a sketch of a river with a mountain in the background	배경에 산이 있는 강의 스케치
Albrecht Dürer	Albrecht_Dürer_304.jpg	a drawing of a man sitting in front of a tree	나무 앞에 앉아 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_305.jpg	a drawing of a woman sitting in a chair	의자에 앉아 있는 여자의 그림
Albrecht Dürer	Albrecht_Dürer_306.jpg	a drawing of an airplane flying in the sky	하늘에 날아가는 비행기 그림
Albrecht Dürer	Albrecht_Dürer_307.jpg	a drawing of a man wearing a hat	모자를 쓴 남자의 그림
Albrecht Dürer	Albrecht_Dürer_308.jpg	a drawing of a group of people standing around a statue	동상 주위에 서 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_309.jpg	a drawing of a man with a beard and a hat	수염과 모자를 쓴 남자의 그림
Albrecht Dürer	Albrecht_Dürer_310.jpg	a drawing of a group of people in a forest	숲에 있는 사람들 무리의 그림
Albrecht Dürer	Albrecht_Dürer_311.jpg	a drawing of the crucifixion of jesus on a plate	판자 위의 십자가를 그린 그림
Albrecht Dürer	Albrecht_Dürer_312.jpg	a drawing of a group of horses pulling a carriage	마차를 끌고 다니는 말 한 무리의 그림
Albrecht Dürer	Albrecht_Dürer_313.jpg	a sketch of a woman and a drawing of a child	여자의 스케치와 아이의 그림
Albrecht Dürer	Albrecht_Dürer_314.jpg	a portrait of a man with a hat on his head	머리에 모자를 쓴 남자의 초상화
Albrecht Dürer	Albrecht_Dürer_315.jpg	an image of a drawing of a woman playing a violin	바이올린을 연주하는 여성의 그림
Albrecht Dürer	Albrecht_Dürer_316.jpg	a drawing of a man sitting on a chair	의자에 앉아 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_317.jpg	a black and white portrait of a woman wearing a hat	모자를 쓴 여자의 검고 흰색 초상화
Albrecht Dürer	Albrecht_Dürer_318.jpg	a portrait of a man with his head turned to the left	머리를 가진 남자의 초상화가 왼쪽으로 돌아섰다
Albrecht Dürer	Albrecht_Dürer_319.jpg	a drawing of a woman with a candle	촛불을 든 여자의 그림
Albrecht Dürer	Albrecht_Dürer_320.jpg	a black and white drawing of a group of people	사람들 무리의 흑백 그림
Albrecht Dürer	Albrecht_Dürer_321.jpg	a drawing of a blanket and a table	담요와 테이블 그림
Albrecht Dürer	Albrecht_Dürer_322.jpg	a black and white photo of a painting of a heap of fruit and vegetables	과일과 채소 한 덩어리의 그림을 그린 흑백 사진
Albrecht Dürer	Albrecht_Dürer_323.jpg	a drawing of a pair of hands praying on the ground	그라운드에서 기도하는 손 한 쌍의 그림
Albrecht Dürer	Albrecht_Dürer_324.jpg	a drawing of a woman holding a child	아이를 안고 있는 여자의 그림
Albrecht Dürer	Albrecht_Dürer_325.jpg	a drawing of a man laying on the beach	해변에 누워 있는 남자의 그림
Albrecht Dürer	Albrecht_Dürer_326.jpg	a drawing of a group of people standing in a room	방에 서 있는 사람들의 그림
Albrecht Dürer	Albrecht_Dürer_327.jpg	a drawing of a woman sitting on a rock	바위에 앉아 있는 여자의 그림
Albrecht Dürer	Albrecht_Dürer_328.jpg	a drawing of an arch with figures in it	그 안에 수치가 있는 아치 그림
Albrecht_Du_rer	Albrecht_Du_rer_1.jpg	a drawing of a man with a beard	수염이 있는 남자의 그림
Albrecht_Du_rer	Albrecht_Du_rer_2.jpg	a drawing of a woman with a child and birds	아이와 새를 둔 여성의 그림
Albrecht_Du_rer	Albrecht_Du_rer_3.jpg	a drawing of a religious scene with an angel	천사와 함께 하는 종교적 장면을 그린 그림
Albrecht_Du_rer	Albrecht_Du_rer_4.jpg	a black and white drawing of a priest and a group of people	사제와 사람들 모임을 그린 흑백 그림
Albrecht_Du_rer	Albrecht_Du_rer_5.jpg	a drawing of a group of people praying in a church	교회에서 기도하는 사람들 무리의 그림
Albrecht_Du_rer	Albrecht_Du_rer_6.jpg	a drawing of the crucifixion of jesus on a cross	십자가에 있는 십자가의 십자가를 그린 그림
Albrecht_Du_rer	Albrecht_Du_rer_7.jpg	an illustration of people praying in a church	교회에서 기도하는 사람들의 모습
Albrecht_Du_rer	Albrecht_Du_rer_8.jpg	a drawing of two women standing next to a tree	나무 옆에 서 있는 두 여자의 그림
Albrecht_Du_rer	Albrecht_Du_rer_9.jpg	a drawing of an angel and a skull	천사와 두개골 그림
Albrecht_Du_rer	Albrecht_Du_rer_10.jpg	a portrait of a woman with her hair in a bun	그녀의 머리카락을 동그랗게 한 여자의 초상화
Albrecht_Du_rer	Albrecht_Du_rer_11.jpg	a drawing of a group of people sitting around a table	테이블 주위에 앉아 있는 사람들의 그림
Albrecht_Du_rer	Albrecht_Du_rer_12.jpg	a sketch of a group of people standing around a table	테이블 주위에 서 있는 사람들의 그룹 스케치
Albrecht_Du_rer	Albrecht_Du_rer_13.jpg	a drawing of people standing around a tree	나무 주위에 서 있는 사람들의 그림
Albrecht_Du_rer	Albrecht_Du_rer_14.jpg	a drawing of an open book on a table	탁자 위에 펼쳐진 책 그림
Albrecht_Du_rer	Albrecht_Du_rer_15.jpg	a portrait of a man wearing a hat	모자를 쓴 남자의 초상화
Albrecht_Du_rer	Albrecht_Du_rer_16.jpg	a drawing of a man sleeping next to a lion	사자 옆에서 잠든 남자의 그림
Albrecht_Du_rer	Albrecht_Du_rer_17.jpg	a black and white illustration of a hand holding an apple	사과를 손에 쥐고 있는 검은색과 흰색 반점
Albrecht_Du_rer	Albrecht_Du_rer_18.jpg	a drawing of a baby with its head	머리를 가진 아기의 그림
Albrecht_Du_rer	Albrecht_Du_rer_19.jpg	a drawing of a man wearing a hat with a city in the background	배경에 도시가 있는 모자를 쓴 남자의 그림
Albrecht_Du_rer	Albrecht_Du_rer_20.jpg	a pencil drawing of a woman in a coat	코트를 입은 여자의 연필 그림
